"Incident ID","Incident Date",State,"City Or County",Address,Killed,Injured,Operations
2195398,"December 22, 2021",Florida,"Hollywood (Miramar)","7520 Pembroke Rd",0,1,N/A
2195366,"December 22, 2021",California,"Los Angeles","41st St and Ascot Ave",0,1,N/A
2194822,"December 22, 2021",Pennsylvania,Philadelphia,"3000 block of Ruth St",1,0,N/A
2195384,"December 22, 2021",Connecticut,"New Haven","Norton St",0,1,N/A
2195373,"December 22, 2021",Texas,Houston,"W Airport Blvd and Bob White Dr",0,1,N/A
2196073,"December 22, 2021",Texas,Houston,"12900 block of Scarsdale Blvd",0,1,N/A
2195336,"December 22, 2021",Illinois,Chicago,"7000 block of N Michigan Rd",0,1,N/A
2195328,"December 22, 2021",Indiana,Indianapolis,"E 38th St and N Riley Ave",0,1,N/A
2195325,"December 22, 2021",Texas,Frisco,"4848 Grand Gate Way",1,0,N/A
2195003,"December 22, 2021","New York",Bronx,"E 162nd St and Melrose Ave",1,0,N/A
2195457,"December 22, 2021",Florida,"Fort Walton Beach (Okaloosa Island)",US-98,1,0,N/A
2195315,"December 22, 2021",Texas,Lubbock,"25th St and Ave L",0,1,N/A
2195281,"December 22, 2021",Illinois,Chicago,"5600 block of W Wabansia Ave",0,1,N/A
2194889,"December 22, 2021",Michigan,"Battle Creek","Willow St and Horton St",1,0,N/A
2195279,"December 22, 2021",Texas,"Round Rock","8300 block of Paola St",0,1,N/A
2195268,"December 22, 2021",Washington,"Seattle (Shoreline)","17202 15th Ave NE",0,1,N/A
2197040,"December 22, 2021",Wyoming,Cheyenne,"500 block of W 11th St",0,1,N/A
2195266,"December 22, 2021",Washington,Seattle,"1500 block of E Cherry St",0,1,N/A
2196013,"December 22, 2021","South Carolina","Saint George (St George)","500 block of Shady Grove Rd",1,0,N/A
2195258,"December 22, 2021",Idaho,Nampa,"600 block of S Olive St",0,2,N/A
2197679,"December 22, 2021","New Jersey",Pemberton,"50 block of  Begonia St",0,1,N/A
2195190,"December 22, 2021",Oklahoma,Tulsa,"1615 W 59th St",1,0,N/A
2195196,"December 22, 2021",Nebraska,Omaha,"P St and S 37th St",1,0,N/A
2195619,"December 22, 2021","North Carolina",Charlotte,"3200 block of Shamrock Dr",1,0,N/A
2195237,"December 22, 2021",Louisiana,"New Orleans","2200 block of Washington Ave",1,0,N/A
2195044,"December 22, 2021",Virginia,Hampton,"100 block of W Mercury Blvd",0,1,N/A
2195511,"December 22, 2021",Ohio,Columbus,"1881 Solera Dr",1,0,N/A
2195999,"December 22, 2021",Alabama,"Pleasant Grove","1300 block of 12th St",0,1,N/A
2195575,"December 22, 2021",Illinois,"East Saint Louis",I-64,1,0,N/A
2195080,"December 22, 2021",Kansas,"Kansas City","2700 block of Stewart Ave",1,0,N/A
2195964,"December 22, 2021","New York",Rochester,"Clifford Ave",0,1,N/A
2194529,"December 22, 2021",Louisiana,"Church Point","S Wimberly St",0,1,N/A
2195065,"December 22, 2021",Illinois,Chicago,"2000 block of W Shakespeare Ave",0,1,N/A
2195025,"December 22, 2021",Illinois,Chicago,"142 W 35th St",0,1,N/A
2195124,"December 22, 2021",Illinois,Chicago,"1400 block of E 75th St",0,1,N/A
2195122,"December 22, 2021",Illinois,Chicago,"1100 block of S Albany Ave",0,1,N/A
2195113,"December 22, 2021",Tennessee,Memphis,"3100 block of Ridgemont Ave",0,1,N/A
2195175,"December 22, 2021",Louisiana,Jeanerette,"1400 block of Main St",1,0,N/A
2194543,"December 21, 2021","North Carolina","Winston Salem (Winston-salem)","100 block of Reynolds Blvd",1,0,N/A
2194258,"December 21, 2021",Virginia,Richmond,"2300 block of Bethel St",1,0,N/A
2194437,"December 21, 2021",Kentucky,Louisville,"4001 Cane Run Rd",0,1,N/A
2194493,"December 21, 2021","North Carolina",Gastonia,"1680 Herman Dr",1,1,N/A
2194427,"December 21, 2021",Illinois,Chicago,"2400 block of W Leland Ave",0,1,N/A
2194420,"December 21, 2021",Georgia,Columbus,"3434 Buena Vista Rd",1,0,N/A
2200397,"December 21, 2021",Maryland,Salisbury,"800 block of W Road",0,2,N/A
2195069,"December 21, 2021",Virginia,Norfolk,"9600 block of Willow Terrace",0,1,N/A
2194192,"December 21, 2021",Illinois,Chicago,"4630 N Central Park Ave",1,0,N/A
2195853,"December 21, 2021",Illinois,Broadview,"2000 block of S 20th Ave",0,0,N/A
2194407,"December 21, 2021","New York",Brooklyn,"441 Sutter Ave",0,1,N/A
2194523,"December 21, 2021",Illinois,Rockford,"3100 block of 10th St",0,1,N/A
2194400,"December 21, 2021",Maryland,"Hyattsville (Langley Park)","7900 block of 14th Ave",1,0,N/A
2257891,"December 21, 2021",California,"Los Angeles","9118 S Western Ave",1,0,N/A
2195075,"December 21, 2021",Kansas,"Fort Scott","402 S Main St",2,0,N/A
2194840,"December 21, 2021",California,"Los Angeles","Santo Tomas Dr and Hillcrest Dr",1,0,N/A
2194612,"December 21, 2021",Indiana,Evansville,"1300 block of Savannah Dr",1,0,N/A
2194880,"December 21, 2021",Georgia,Atlanta,"1575 Elleby Rd SE",0,2,N/A
2194384,"December 21, 2021",Georgia,Atlanta,"521 Hank Aaron Dr",0,1,N/A
2281240,"December 21, 2021",Tennessee,Memphis,"1236 Primacy Pkwy",0,1,N/A
2194196,"December 21, 2021",Illinois,Chicago,"1000 block of N Lockwood Ave",0,1,N/A
2194452,"December 21, 2021",Maryland,Baltimore,"Loneys Ln and Jefferson St",1,0,N/A
2194429,"December 21, 2021",Maryland,Baltimore,"Hollins Ferry Rd and Lakeland Ave",1,0,N/A
2195235,"December 21, 2021",Tennessee,Halls,N/A,1,0,N/A
2194363,"December 21, 2021",Kentucky,Louisville,"3501 W Broadway",0,1,N/A
2194445,"December 21, 2021",Missouri,"Kansas City","8700 block of N Kansas Place",1,0,N/A
2194948,"December 21, 2021",Indiana,Lafayette,"4951 US-231",0,0,N/A
2194357,"December 21, 2021",Arkansas,"Little Rock",N/A,0,1,N/A
2194349,"December 21, 2021",Tennessee,Nashville,"Carroll St",0,1,N/A
2194340,"December 21, 2021",Tennessee,Chattanooga,"1400 block of Rossville Ave",0,1,N/A
2194902,"December 21, 2021",Georgia,Ellenwood,"Cedar Trace Ln",0,1,N/A
2194266,"December 21, 2021",Michigan,Kalamazoo,"100 block of E Bush St",0,1,N/A
2194297,"December 21, 2021",Michigan,Jackson,"2102 E Michigan Ave",0,1,N/A
2195708,"December 21, 2021","New Jersey","Atlantic City","100 block of S Florida Ave",0,1,N/A
2194254,"December 21, 2021","New Jersey",Paterson,"Levine St and Camden St",0,1,N/A
2194874,"December 21, 2021",Georgia,Savannah,"1900 Block of Vassar St",1,0,N/A
2194241,"December 21, 2021",Florida,Jacksonville,"Renault Dr and Hillman Dr",0,1,N/A
2194234,"December 21, 2021",Texas,Killeen,"700 block of Cardinal Ave",1,0,N/A
2194129,"December 21, 2021",Michigan,Burton,"Connell St and Barnes Ave",1,2,N/A
2194857,"December 21, 2021",Alabama,"Birmingham (Ensley)","1500 block of 51st St",1,0,N/A
2194491,"December 21, 2021",Maryland,Baltimore,"2400 Brentwood Ave",1,0,N/A
2194218,"December 21, 2021",California,"San Bernardino","2100 block of N Lugo Ave",1,0,N/A
2194864,"December 21, 2021",Alabama,"Birmingham (Ensley)","2121 19th St",1,0,N/A
2194201,"December 21, 2021",Texas,Houston,"12000 block of Harvey Ln",0,2,N/A
2194171,"December 21, 2021",Illinois,Chicago,"4111 W Grenshaw St",0,1,N/A
2194861,"December 21, 2021",Georgia,Milledgeville,"2627 N Columbia St",0,1,N/A
2194180,"December 21, 2021",Pennsylvania,Philadelphia,"900 block of E Cliveden St",0,1,N/A
2194176,"December 21, 2021",Illinois,Chicago,"I-90 and Keeler Ave",0,1,N/A
2204179,"December 21, 2021",Iowa,"Iowa City","402 Fairchild St",0,1,N/A
2194169,"December 21, 2021",Pennsylvania,Philadelphia,"2300 block of W Allegheny St",0,1,N/A
2194550,"December 21, 2021","North Carolina","High Point","1708 Valley Ridge Dr",1,0,N/A
2194834,"December 21, 2021",Wisconsin,Milwaukee,"W Windlake Ave and W Becher St",0,1,N/A
2194125,"December 21, 2021",Michigan,Detroit,"Piedmont St",1,0,N/A
2194333,"December 21, 2021",Mississippi,"Yazoo City","Barnwell St",0,2,N/A
2194828,"December 21, 2021",Wisconsin,Milwaukee,"N 10th St and W Concordia Ave",0,1,N/A
2194120,"December 21, 2021",Texas,"Fort Worth","Pharr St and N Hampton St",0,1,N/A
2194824,"December 21, 2021",Wisconsin,Milwaukee,"S Shea Ave and W National Ave",0,1,N/A
2194404,"December 21, 2021",Pennsylvania,Philadelphia,"1400 block of N Leithgow St",0,3,N/A
2194811,"December 21, 2021",Ohio,"Lorain (Sheffield)","5300 block of Sanctuary Ln",0,1,N/A
2195229,"December 21, 2021",Nebraska,Lincoln,"1321 N 10th St",0,1,N/A
2194809,"December 21, 2021",Ohio,Dayton,"4100 block of Kammer Ave",0,1,N/A
2196216,"December 21, 2021",Florida,Miami,"400 SW 2nd Ave",1,1,N/A
2194111,"December 21, 2021","New York",Calverton,"Fresh Pond Ave",0,1,N/A
2194185,"December 21, 2021",Texas,Houston,"11047 Fuqua St",0,1,N/A
2194391,"December 21, 2021",California,"San Diego","5000 Imperial Ave",1,1,N/A
2194797,"December 21, 2021",Ohio,Cleveland,"Aetna Rd",0,1,N/A
2194842,"December 21, 2021",California,Covina,"1800 block of E Covina Blvd",1,0,N/A
2194243,"December 21, 2021",California,Modesto,"600 block of Thrasher Ave",2,0,N/A
2194975,"December 21, 2021",Tennessee,Tiptonville,"200 block of Cherry St",1,1,N/A
2195547,"December 21, 2021",Louisiana,Pitkin,"Larry Cook Rd",1,0,N/A
2194599,"December 21, 2021",Louisiana,"Amite (Amite City)","Horseshoe Rd",1,0,N/A
2194066,"December 21, 2021",Ohio,Toledo,"601 Fassett St",0,1,N/A
2196187,"December 21, 2021",Florida,Jacksonville,"2400 Block of Lourdes Dr W",0,2,N/A
2194048,"December 21, 2021",Texas,"San Antonio","5522 N PanAm Expy",0,2,N/A
2194020,"December 21, 2021",Indiana,Marion,"5000 Prestwick Square",1,1,N/A
2194025,"December 21, 2021",Connecticut,Hartford,"1497 Albany Ave",0,2,N/A
2194739,"December 21, 2021",Florida,"Long Key (Layton)","70000 Block of Overseas Hwy",1,0,N/A
2194519,"December 21, 2021",Illinois,Champaign,"301 Bloomington Rd",0,1,N/A
2203954,"December 21, 2021",Georgia,Athens,"Rocksprings Ct",0,1,N/A
2194113,"December 21, 2021",Texas,"El Paso","2200 block of Zaragoza Rd",1,0,N/A
2194647,"December 21, 2021",Texas,Cleveland,"125 Midway Rd",0,1,N/A
2195428,"December 21, 2021",Indiana,"Fort Wayne","6200 Chatham Dr",0,1,N/A
2195570,"December 21, 2021",California,Anaheim,"2100 block of E Balsam Ave",1,0,N/A
2194838,"December 21, 2021",Pennsylvania,Philadelphia,"4500 block of N Front St",1,0,N/A
2194312,"December 21, 2021",Mississippi,Brandon,"Isobel Dean St",1,0,N/A
2194649,"December 21, 2021",Texas,Houston,"4700 Wenda St",1,0,N/A
2194682,"December 21, 2021",Texas,Houston,"9603 Homestead Rd",1,2,N/A
2194115,"December 21, 2021",Texas,"El Paso","4494 John Cunningham Blvd",1,1,N/A
2194526,"December 21, 2021","North Carolina",Greensboro,"410 Four Seasons Town Centre",0,1,N/A
2217847,"December 21, 2021",Illinois,"Chicago Heights (Sauk Village)","1709 E Sauk Trail",1,0,N/A
2194087,"December 21, 2021",Texas,"Fort Worth","5920 Vermillion Dr",0,1,N/A
2194850,"December 21, 2021",Pennsylvania,Philadelphia,"500 block of Rosalie St",1,0,N/A
2194855,"December 21, 2021",Pennsylvania,Philadelphia,"900 block of W Rockland St",1,0,N/A
2193957,"December 21, 2021",Texas,"San Antonio","8902 S Presa St",0,1,N/A
2194075,"December 21, 2021",Ohio,Cincinnati,"Wasson Way",1,0,N/A
2194472,"December 21, 2021","South Carolina",Spartanburg,"320 Rosson Ln",0,1,N/A
2195262,"December 21, 2021",Idaho,Caldwell,"Arrowhead Dr",0,1,N/A
2194188,"December 21, 2021",Oregon,Portland,"2000 block of SW Morrison St",1,0,N/A
2197688,"December 21, 2021","New Jersey",Elizabeth,"1270 Virginia St",0,1,N/A
2197686,"December 21, 2021","New Jersey","New Brunswick","23 Freeman St",0,1,N/A
2197683,"December 21, 2021","New Jersey","Jersey City","247 Old Bergen Rd",0,2,N/A
2208755,"December 21, 2021",Mississippi,Columbus,"41 Kaye Dr",1,0,N/A
2194443,"December 21, 2021",Kentucky,Louisville,"8100 block of Preston Highway",1,0,N/A
2194991,"December 21, 2021",Virginia,Roanoke,"3400 block of Plantation Rd NE",0,1,N/A
2194781,"December 21, 2021",Ohio,Cincinnati,"4300 block of Cappel Dr",1,0,N/A
2195028,"December 21, 2021",Virginia,"Ruther Glen","Goose Hill Rd",1,0,N/A
2194552,"December 21, 2021",Illinois,Chicago,"100 block of E 105th St",0,1,N/A
2194447,"December 21, 2021",Missouri,"Saint Louis","5500 block of Clemens Ave",1,0,N/A
2195178,"December 21, 2021","New York",Syracuse,"300 block of Kramer Dr",0,1,N/A
2194619,"December 21, 2021",Kentucky,"Bowling Green","2229 Nashville Rd",1,0,N/A
2195163,"December 21, 2021",Oklahoma,"Oklahoma City","SW 19th St and Westwood Blvd",1,0,N/A
2194554,"December 21, 2021",Oklahoma,Norman,"1200 block of Alameda St",0,1,N/A
2194535,"December 21, 2021","North Carolina",Greensboro,"3100 Block of Cedar Park Rd",0,1,N/A
2194533,"December 21, 2021","North Carolina",Greensboro,"3900 block of McIntosh St",0,1,N/A
2194506,"December 21, 2021","North Carolina",Charlotte,"Cherry St and Charlottetowne Ave",0,1,N/A
2194513,"December 21, 2021",Maryland,Rockville,"300 block of Rutgers St",0,1,N/A
2194497,"December 21, 2021",Maryland,Baltimore,"2400 block of Lakeview Ave",0,1,N/A
2194486,"December 21, 2021",Illinois,Chicago,"3100 block of W Warren Blvd",0,1,N/A
2194589,"December 21, 2021",Illinois,Chicago,"53 E 58th St",0,1,N/A
2194592,"December 21, 2021",Illinois,Chicago,"1038 W Marquette Rd",0,1,N/A
2195131,"December 21, 2021",Virginia,Petersburg,"14000 block of Halifax Rd",1,1,N/A
2194737,"December 21, 2021",Florida,Orlando,"4400 block of Weldon Place",1,0,N/A
2194481,"December 21, 2021",Illinois,Bolingbrook,"Hadleigh Rd",0,2,N/A
2194475,"December 21, 2021",Missouri,"Cape Girardeau","1157 S West End Blvd",1,0,N/A
2194939,"December 21, 2021",Tennessee,Chattanooga,"1900 block of Chesnut St",0,1,N/A
2194409,"December 21, 2021","New York",Brooklyn,"308 68th St",0,1,N/A
2195100,"December 20, 2021",Missouri,"Saint Louis","4200 block of Red Bud Ave",1,0,N/A
2193534,"December 20, 2021","South Carolina","North Charleston","2150 Northwoods Blvd",0,1,N/A
2193747,"December 20, 2021","North Carolina",Greensboro,"2300 Block of Phillips Ave",0,1,N/A
2194439,"December 20, 2021",Illinois,Dekalb,"1100 block of Sycamore Rd",0,1,N/A
2194431,"December 20, 2021",California,Fairfield,"Peabody Rd and Airbase Parkway",1,0,N/A
2194416,"December 20, 2021",Georgia,Columbus,"7700 block of Veterans Pkwy",0,1,N/A
2193736,"December 20, 2021",Louisiana,Lafayette,"400 block of Arnaudville Rd",0,1,N/A
2193725,"December 20, 2021",Illinois,Chicago,"2800 block of W 36th St",0,1,N/A
2195056,"December 20, 2021","South Carolina",Greenwood,"200 Holman St",0,1,N/A
2193605,"December 20, 2021",Tennessee,Nashville,"Lincoln St",0,1,N/A
2193714,"December 20, 2021",Illinois,Chicago,"6500 block of S Lowe Ave",0,1,N/A
2193707,"December 20, 2021",Illinois,Chicago,"15 W 69th St",0,1,N/A
2193673,"December 20, 2021",Virginia,Richmond,"700 block of Richmond Hwy",1,0,N/A
2193369,"December 20, 2021",Oklahoma,"Oklahoma City","5720 NW 16th St",0,1,N/A
2193517,"December 20, 2021",Minnesota,Minneapolis,"2700 block of Longfellow Ave",1,0,N/A
2195784,"December 20, 2021",Georgia,Stockbridge,"Highland Pl",1,0,N/A
2194394,"December 20, 2021",Georgia,Atlanta,"2424 Piedmont Rd",0,1,N/A
2195014,"December 20, 2021",Indiana,Indianapolis,"3400 block of N Sherman Dr",0,1,N/A
2193575,"December 20, 2021","District of Columbia",Washington,"1445 P St NW",2,0,N/A
2194380,"December 20, 2021",Georgia,Atlanta,"3500 Peachtree Rd NE",0,1,N/A
2193682,"December 20, 2021","New York","Buffalo (Cheektowaga)","999 Aero Dr",0,1,N/A
2195243,"December 20, 2021","New York",Syracuse,"9090 Destiny USA Dr",0,1,N/A
2193657,"December 20, 2021",Illinois,Chicago,"7500 block of S Harvard Ave",1,0,N/A
2193655,"December 20, 2021","New Jersey",Newark,"37 Crawford St",0,1,N/A
2194342,"December 20, 2021",Illinois,Yorkville,"2000 block of Leisure St",1,0,N/A
2193627,"December 20, 2021",Maryland,Frederick,"S Pendleton Ct",0,1,N/A
2193806,"December 20, 2021",Nevada,"Las Vegas","4266 W Spring Mountain Rd",0,1,N/A
2194372,"December 20, 2021",Mississippi,Meridian,"5th St and 45th Ave",0,3,N/A
2209201,"December 20, 2021",Tennessee,Memphis,"5001 Airways Blvd",0,1,N/A
2193895,"December 20, 2021",Tennessee,Memphis,"Airways Blvd and Dwight Rd",1,0,N/A
2195115,"December 20, 2021",Missouri,"West Plains","E Maple St and Walker St",0,1,N/A
2194337,"December 20, 2021",Florida,Orlando,"7960 Pine Crossing Cir",0,1,N/A
2193569,"December 20, 2021",Pennsylvania,Philadelphia,"5700 block of Delancey St",0,1,N/A
2193912,"December 20, 2021",Tennessee,"Johnson City","1700 block of Lone Oak Rd",0,1,N/A
2193769,"December 20, 2021",Tennessee,Clarksville,"400 block of Ringgold Rd",1,1,N/A
2193598,"December 20, 2021",Pennsylvania,Philadelphia,"50 block of  E Silver St",0,1,N/A
2194309,"December 20, 2021",Florida,"Fort Lauderdale (Davie)",N/A,1,0,N/A
2193573,"December 20, 2021","District of Columbia",Washington,"200 block of Allison Street NW",1,0,N/A
2194256,"December 20, 2021",Florida,Jacksonville,"Myrtle Ave N and Hart St",0,1,N/A
2194252,"December 20, 2021",Florida,Jacksonville,"5600 block of Hampton Creek Rd",0,1,N/A
2193629,"December 20, 2021",Illinois,Chicago,"2800 block of W 63rd St",1,0,N/A
2193551,"December 20, 2021",Michigan,Flint,"100 block of S Vernon Ave",0,1,N/A
2194221,"December 20, 2021",Minnesota,Minneapolis,"3600 block of Aldrich Ave N",0,1,N/A
2194214,"December 20, 2021",Pennsylvania,Duquesne,"500 block of Grant St",0,1,N/A
2193541,"December 20, 2021",Missouri,"Saint Louis (Ferguson)","Ferguson Ave and Forestwood Dr",0,1,N/A
2193949,"December 20, 2021",Minnesota,Minneapolis,"2100 block of Dupont Ave N",0,1,N/A
2194194,"December 20, 2021",Pennsylvania,Pittsburgh,"7000 block of Frankstown Ave",0,1,N/A
2193539,"December 20, 2021",Illinois,Rockford,"500 block of Warren Ave",1,0,N/A
2193536,"December 20, 2021",Louisiana,"New Orleans","Prytania St and Louisiana Ave",0,2,N/A
2193532,"December 20, 2021","South Carolina",Wellford,N/A,1,0,N/A
2194433,"December 20, 2021","South Carolina","Goose Creek","400 block of Anita Dr",1,0,N/A
2193528,"December 20, 2021",Illinois,Rockford,"3600 block of Preston St",0,1,N/A
2194178,"December 20, 2021",Texas,"Missouri City","6758 Indian Lake Dr",1,0,N/A
2194173,"December 20, 2021",Texas,Houston,"10950 Briar Forest Dr",1,0,N/A
2194167,"December 20, 2021",Texas,Houston,"7300 Bissonnet St",1,0,N/A
2193687,"December 20, 2021","North Carolina",Charlotte,"1100 block of Gold Rush Blvd",1,0,N/A
2193526,"December 20, 2021",Minnesota,Minneapolis,"Bryant Ave N and 36 Ave N",0,1,N/A
2193662,"December 20, 2021","New York",Brooklyn,"1090 Eastern Pkwy",1,0,N/A
2193899,"December 20, 2021","New York",Brooklyn,"144 Newport St",1,0,N/A
2200223,"December 20, 2021",Indiana,"Angola (Scott)","7000 block of N CR 675 W",2,0,N/A
2194135,"December 20, 2021",Michigan,Detroit,"Norwood St and E 8 Mile Rd",0,1,N/A
2193653,"December 20, 2021",Maryland,"Beltsville (Calverton)","12000 block of Old Columbia Pike",0,1,N/A
2245177,"December 20, 2021",California,Montclair,"4400 block of Holt Blvd",1,0,N/A
2193505,"December 20, 2021",Illinois,"New Lenox","1900 block of Grand Prairie Dr",1,1,N/A
2193503,"December 20, 2021",Georgia,Savannah,"200 block of Scarborough St",0,1,N/A
2194103,"December 20, 2021",Texas,Duncanville,"W Wheatland Rd and Ave C",0,1,N/A
2193498,"December 20, 2021",California,Modesto,"700 block of Adkinson Way",0,1,N/A
2195935,"December 20, 2021",Wisconsin,"Green Bay","1415 E Walnut St",0,0,N/A
2193475,"December 20, 2021",Ohio,Toledo,"3611 Upton Ave",0,3,N/A
2193425,"December 20, 2021",Texas,"Fort Worth",N/A,0,1,N/A
2193423,"December 20, 2021",Texas,"Fort Worth","S Hulen St",0,1,N/A
2193339,"December 20, 2021",Indiana,Indianapolis,"3974 Diamond Ln",1,0,N/A
2194034,"December 20, 2021",Ohio,Columbus,"Brentnell Ave and Melrose Ave",0,1,N/A
2206353,"December 20, 2021",Pennsylvania,Philadelphia,"6100 block of Callowhill St",0,1,N/A
2206351,"December 20, 2021",Pennsylvania,Philadelphia,"5200 block of Warrington Ave",0,1,N/A
2206349,"December 20, 2021",Pennsylvania,Philadelphia,"500 block of W Westmorland St",0,1,N/A
2194031,"December 20, 2021",Ohio,Columbus,"4000 Carahan Rd",0,1,N/A
2206347,"December 20, 2021",Pennsylvania,Philadelphia,"3400 block of N Broad St",0,1,N/A
2255782,"December 20, 2021",Florida,Ocala,"SE 92nd St",0,1,N/A
2193407,"December 20, 2021",California,Oakland,"1600 block of 46th Ave",0,1,N/A
2206322,"December 20, 2021",Pennsylvania,Philadelphia,"1900 block of W Susquehanna Ave",0,1,N/A
2193455,"December 20, 2021",Massachusetts,Springfield,"100 block of  Mill St",0,1,N/A
2193651,"December 20, 2021","New Mexico",Albuquerque,"232 63rd St NW",1,0,N/A
2193387,"December 20, 2021",Georgia,Atlanta,"270 W Lake Ave NW",1,0,N/A
2194147,"December 20, 2021",Utah,"Salt Lake City (West Valley City)","UT-85 and W 5400 S",0,1,N/A
2194719,"December 20, 2021","New Mexico","Las Cruces","1434 Missouri Ave",1,0,N/A
2194301,"December 20, 2021",Illinois,Urbana,"900 block of N Division St",1,0,N/A
2194272,"December 20, 2021",Florida,Jacksonville,"5200 block of Dodge Rd",0,1,N/A
2194010,"December 20, 2021",California,Norwalk,"16100 block of Norwalk Blvd",0,1,N/A
2193946,"December 20, 2021",Pennsylvania,Philadelphia,"300 block of W Ruscomb St",1,0,N/A
2194007,"December 20, 2021",California,Ontario,"514 N Vineyard Ave",1,0,N/A
2194002,"December 20, 2021",California,Oakland,"9500 block of Holly St",0,1,N/A
2199463,"December 20, 2021",Arizona,Chandler,"3450 W Chandler Blvd",0,1,N/A
2193299,"December 20, 2021",Massachusetts,Boston,"15 Chesterfield St",0,1,N/A
2193960,"December 20, 2021",Washington,Puyallup,"10800 block of 58th Avenue Ct E",1,0,N/A
2197693,"December 20, 2021",Massachusetts,"Fall River","120 Melville St",1,0,N/A
2193684,"December 20, 2021",Virginia,Richmond,"6507 Sugar Maple Dr",0,1,N/A
2194617,"December 20, 2021",Indiana,Indianapolis,"3900 block of Lawndale Ave",1,0,N/A
2193905,"December 20, 2021","New York","New York (Manhattan)","2931 8th Ave",0,1,N/A
2194569,"December 20, 2021",Louisiana,"New Orleans","Tchoupitoulas St and US-90",0,1,N/A
2193744,"December 20, 2021",Tennessee,Nashville,"1820 Jefferson St",0,1,N/A
2194557,"December 20, 2021",Louisiana,"New Orleans","1400 block Saint Maurice Ave",0,2,N/A
2194418,"December 20, 2021",Kansas,Topeka,"SE 10th Ave and S Kansas Ave",0,1,N/A
2194499,"December 20, 2021",Illinois,Waukegan,"Greenwood Ave and Linden Ave",0,2,N/A
2194539,"December 20, 2021",Oklahoma,Tulsa,"9621 E Pine St",0,1,N/A
2193763,"December 20, 2021","North Carolina","Winston Salem (Winston-salem)","1350 Eller Way",1,0,N/A
2193566,"December 20, 2021","North Carolina",Charlotte,"1300 Block of Long Grass Ct",1,0,N/A
2193962,"December 20, 2021",Washington,Tacoma,"1800 block of S 93rd St",1,0,N/A
2193778,"December 20, 2021",Alabama,Opelika,"2185 Tiger Town Pkwy",0,1,N/A
2193999,"December 20, 2021",Connecticut,Hartford,"867 New Britain Ave",0,1,N/A
2193733,"December 19, 2021",Virginia,Stafford,"Waterside Terrace",0,1,N/A
2193722,"December 19, 2021","North Carolina","Snow Hill","Shady Grove Church Rd",0,1,N/A
2193719,"December 19, 2021",Virginia,Dumfries,"3119 Chesapeake Dr",0,1,N/A
2193145,"December 19, 2021",Virginia,"Newport News","1300 block of Garden Dr",1,0,N/A
2193137,"December 19, 2021","New York",Buffalo,"Northampton St and Humboldt Pkwy",1,1,N/A
2193255,"December 19, 2021",Oregon,Portland,"8000 SE Foster Rd",1,0,N/A
2193162,"December 19, 2021",Alabama,Mobile,"4000 block of Cresthaven Rd",0,1,N/A
2192829,"December 19, 2021",Indiana,"South Bend","W Ewing St and S Lafayette Blvd",2,0,N/A
2193149,"December 19, 2021",Missouri,"Kansas City","E 16th Terrace and Drury Ave",0,1,N/A
2193147,"December 19, 2021","New York",Brooklyn,"Winthrop St and Kingston Ave",0,1,N/A
2193868,"December 19, 2021","South Carolina",Conway,"Wayside Rd",0,1,N/A
2192991,"December 19, 2021",Michigan,"Highland Park","13500 block of Orleans St",1,0,N/A
2193131,"December 19, 2021",Virginia,Portsmouth,"Effingham St and Lincoln St",0,1,N/A
2193084,"December 19, 2021","North Carolina",Raleigh,"3900 block of Haresnipe Ct",1,0,N/A
2193124,"December 19, 2021",Virginia,Chesapeake,"2600 block of Golden Leaf Dr",0,2,N/A
2194367,"December 19, 2021",Colorado,Denver,"3480 Park Ave W",0,1,N/A
2193564,"December 19, 2021","South Carolina",Liberty,"346 Stewart Gin Rd",1,0,N/A
2194361,"December 19, 2021",Arkansas,Jacksonville,"Smithwick Dr",0,1,N/A
2194359,"December 19, 2021",Colorado,Denver,"E 40th Ave and Chambers Rd",1,0,N/A
2193619,"December 19, 2021",Maryland,Rockville,"13000 block of Ashby Rd",1,2,N/A
2193058,"December 19, 2021",Pennsylvania,Harrisburg,"300 block of S 13th St",0,1,N/A
2193331,"December 19, 2021",Florida,Orlando,"5300 Adanson St",1,0,N/A
2193481,"December 19, 2021",Texas,"San Antonio","1500 N Main Ave",0,1,N/A
2194320,"December 19, 2021",Mississippi,Jackson,"1100 block of Springdale Dr",1,0,N/A
2193211,"December 19, 2021","New Jersey",Lakewood,"780 River Ave",2,0,N/A
2193587,"December 19, 2021",Pennsylvania,Philadelphia,"6400 block of Greenway Ave",0,1,N/A
2193074,"December 19, 2021",Louisiana,"Baton Rouge","251 North Ardenwood Dr",1,0,N/A
2193581,"December 19, 2021","District of Columbia",Washington,"3400 block of Park Place NW",1,0,N/A
2193068,"December 19, 2021",Georgia,Atlanta,N/A,0,1,N/A
2193106,"December 19, 2021",Tennessee,Memphis,"800 E E H Crump Blvd",1,0,N/A
2193522,"December 19, 2021",Illinois,Belvidere,"628 Union Ave",3,0,N/A
2193061,"December 19, 2021",Louisiana,"Baton Rouge","5000 block of Oaklon Dr",0,2,N/A
2193233,"December 19, 2021",Texas,Lubbock,"6002 Slide Rd",0,1,N/A
2193064,"December 19, 2021",Georgia,Atlanta,"2112 Collins Dr NW",0,1,N/A
2193262,"December 19, 2021",Ohio,"Van Wert","617 S Tyler St",1,0,N/A
